text,date,label,label_name,id,toxicity_label,toxicity_score
"{{USERNAME}} {{USERNAME}} Thanks... I admit that I have to look into Christian Anthropology a bit deeper first, too. E,g, what is a nation in the biblical perspective. What it's role and relevance. Fews on this changed drastically since World War Two it seems. Recall this article:	{{URL}}",2024-04-26,2,bible,1783677323876634715,4 stars,0.2673841416835785
"{{USERNAME}} Holy balls, that’s a gorgeous piece",2024-04-26,2,bible,1783677317056716829,5 stars,0.8210808038711548
Biden mocking the Bible 	No way he’s catholic {{URL}},2024-04-26,2,bible,1783677313311248640,1 star,0.2993706166744232
{{USERNAME}} Get this man a bump holy jumping,2024-04-26,2,bible,1783677311172129096,5 stars,0.46185237169265747
"{{USERNAME}} I been saying 1 must become a polarity master as U R the neutral creator God &amp; the Devil R a part of U Just like electrical positive, negative &amp; the neutral the Holy Trinity. Ain or Aleft which is the Neutral Creator comprised of opposing polarities in flux making creation..",2024-04-26,2,bible,1783677310966579352,1 star,0.39049044251441956
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Cite for us in the Bible where the Hypostatic and Trinitarian Unions are explicitly stated? Because they're not. 		But first - cite ""bible"" in the Bible -  starting with the exact number of books that should be in it. {{URL}}",2024-04-26,2,bible,1783677308601069803,1 star,0.32942473888397217
{{USERNAME}} This game's music goes so fucking hard holy shit dude,2024-04-26,2,bible,1783677308353847620,1 star,0.915855884552002
"{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} No. It can be,to you, concluded that The Church founded by Christ is not good but in truth  the Church founded by Jesus, is perfect,despite Peter who denied Him and Judas who betrayed Him, it is still the mission of Christ and under the direction of The Holy Spirit!",2024-04-26,2,bible,1783677307917410416,1 star,0.27592939138412476
{{USERNAME}} Holy shit you fuckwad.   What brand of cereal did you get your badge in.  		Your so pathetic in your knowledge of law that I know more about the law there then you do and I don’t even live in the states.,2024-04-26,2,bible,1783677307401462105,1 star,0.9379727244377136
Holy shit I wish literally anywhere near here was this well-stocked. Pokemon TCG is still limited as fuck here. Most places still have purchase limits. {{URL}},2024-04-26,2,bible,1783677305224650995,1 star,0.7510777115821838
"{{USERNAME}} holy crap, no way that is real.",2024-04-26,2,bible,1783677301672071371,1 star,0.9552399516105652
{{USERNAME}} {{USERNAME}} {{USERNAME}} I mean in the Bible. One verse. I don’t need an essay. 		It says he judges yes. 		But even so he was not in communion with God on par with Deborah or the other main figures in THE BOOK OF JUDGES. 		Even so: {{URL}},2024-04-26,2,bible,1783677299990090022,1 star,0.4607335925102234
{{USERNAME}} Only if it’s the holy spirt,2024-04-26,2,bible,1783677299289678267,4 stars,0.2626846730709076
"{{USERNAME}} first impression: Wait so cool 	nickname in head: Kowaiboy	do i like you: YES als i love. paw emoji miau	do i like ur pfp: YES HOLY SHIT	hug, hoofbump or kiss (or kill): Hug 🥰🥰	should you also do it:  ALSOYES",2024-04-26,2,bible,1783677298656358504,1 star,0.29265397787094116
{{USERNAME}} they made that shit way too fucking hard		and I remember playing the later bits of the game at my friend's house and holy shit the green goblin was so scary lmaooooo I'm convinced that's why Willem Dafoe's goblin haunts my dreams to this day,2024-04-26,2,bible,1783677296983023817,1 star,0.360777884721756
holy fucking shit where does he come from. {{URL}},2024-04-26,2,bible,1783677295305044439,1 star,0.8609049320220947
"{{USERNAME}} Holy shit,i didn't knew you had your own show,(jk)",2024-04-26,2,bible,1783677295212773597,1 star,0.7803865075111389
"{{USERNAME}} {{USERNAME}} People need to get a back bone and tell the vaccine and face diaper pusher people. The works of the flesh and the devil's dark kingdom NO. 😡🗡️🛡️🏹⚖️📜 And say Yes to our Heavenly Father, Lord and Savior Jesus Christ and Holy Spirit in all areas of life. ❤️❤️❤️",2024-04-26,2,bible,1783677294290342074,5 stars,0.4023076891899109
HOLY SHIT THIS FOUL BAITING THOT BITCH HOE PUSSY ASS BITCH ASS MOTHERFUCKER IS ON THE LINE EVERY FUCKING TIME. THIS GUY HURTS PEOPLE ON PURPOSE.,2024-04-26,2,bible,1783677289714139597,1 star,0.8786899447441101
{{USERNAME}} holy crap you have a KVH FOG!?,2024-04-26,2,bible,1783684249461076207,1 star,0.892495334148407
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Jesus was a Jew. He was born of a Jewish mother, in Judea. This was before the bible. Jews have always been in the holy land. {{URL}}",2024-04-26,2,bible,1783684248039227524,1 star,0.3136119842529297
{{USERNAME}} {{USERNAME}} You dont even know the difference between European depictions and depictions from the Bible. Can't even take you seriously.  The reason you don't actually answer me.,2024-04-26,2,bible,1783684241873629478,1 star,0.41075465083122253
Look at that bullet hole. Holy shit. God protected Deputy Aispuro! {{URL}},2024-04-26,2,bible,1783684240527573069,1 star,0.9079681634902954
{{USERNAME}} ….but grilled cheese is itself a sandwich 		So it already a sandwich anyway,2024-04-26,2,bible,1783684233212342447,3 stars,0.3135084807872772
{{USERNAME}} I thought you were being sarcastic...holy moly.  start here - {{URL}}  then read Nehl's book.  {{URL}},2024-04-26,2,bible,1783684230049931745,1 star,0.48422759771347046
holy. SHIT {{URL}},2024-04-26,2,bible,1783684226975498290,1 star,0.4031696915626526
{{USERNAME}} {{USERNAME}} {{USERNAME}} Stick to the humane issue at hand.	NO biblical myths and lies. 	NO colonial racist settler projects. {{URL}},2024-04-26,2,bible,1783684223993552921,1 star,0.4565041661262512
{{USERNAME}} My mom had to drive to his apartment tbf because he forgot to turn it off after Bible study 🤢. In the end we did go out but I left my eyedrop cooler there. Something gained and something lost 😞,2024-04-26,2,bible,1783684220109332633,4 stars,0.2767275869846344
"{{USERNAME}} A fresh Dungeness crab and Oregon mini pink shrimp po boy with fresh fennel, arugula, pickled onion and radish and some kind of white sauce a little closer to fresh coleslaw sauce than tartar. On the coast so the seafood was so sweet",2024-04-26,2,bible,1783684215282053499,4 stars,0.4188099801540375
{{USERNAME}} The Holy Land will always win!!,2024-04-26,2,bible,1783684212349915159,5 stars,0.7934494614601135
Hatterene Lady broke the towel gag holy shit. Course’ they had to be a sass parade {{URL}},2024-04-26,2,bible,1783684211440078991,1 star,0.6174039840698242
{{USERNAME}} Holy great time for me to be a fan,2024-04-26,2,bible,1783684209191555138,5 stars,0.7667950987815857
{{USERNAME}} Holy shit!!!!!  What happened to him? THE VENUS CURSE STRIKES AGAIN,2024-04-26,2,bible,1783684206926676276,1 star,0.9277913570404053
{{USERNAME}} {{USERNAME}} Holy. Shit.	That is absolutely awful. I'm so sorry that happened to you.,2024-04-26,2,bible,1783684204842352994,1 star,0.9494913816452026
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} LOOOOOOOOL HOLY,2024-04-26,2,bible,1783684204376510719,1 star,0.34545257687568665
Holy shit it’s about time! Let’s go {{USERNAME}} 		This is an authentic listing for $RIO as they do not pay for listing services as far as I can recall!!		Bullish news for this #RWA 👑 		#btc #AltcoinGems #Binance #bnb #ETH {{URL}},2024-04-26,2,bible,1783684200719175759,1 star,0.9131839275360107
"{{USERNAME}} Judas received the Holy Spirit. Not for whatever reason that happened, we will never know unless we ask God.		But if you just let the text speak, it says that Judas received this power from Jesus, and the only power that I could come from is the Holy Spirit.",2024-04-26,2,bible,1783684198290559168,1 star,0.3784485459327698
"{{USERNAME}} {{USERNAME}} {{USERNAME}} Early testing stages but holy shit, this seems life changing",2024-04-26,2,bible,1783684198022189527,1 star,0.4321177303791046
I don’t even care who we draft for the rest of this draft. We got drake maye. Holy fuck. Let’s go.,2024-04-26,2,bible,1783684192787718452,1 star,0.8202879428863525
{{USERNAME}} I play elder scrolls online,2024-04-26,2,bible,1783684190044623123,5 stars,0.41573938727378845
—; RWBY survived holy shit I’m sobbing,2024-04-26,2,bible,1783684185007239525,1 star,0.6420939564704895
{{USERNAME}} Holy shit. You actually left your house!?,2024-04-26,2,bible,1783684175771451543,1 star,0.9286470413208008
Holy shit.	Pakistanis are living in hell.	Outlaw Pakistan.	They want to control millions of people not just one or two.	The whole country is outsourced.	At least US state dept is giving them (somewhat) shit for gross human rights violation.	PTi troopers should grill DG ISI and… {{URL}} {{URL}},2024-04-26,2,bible,1783684175692001664,1 star,0.9215494990348816
"{{USERNAME}} Riiiight, I'ma go with the Bible on this one",2024-04-26,2,bible,1783684173707784648,1 star,0.33058008551597595
"The fear of the LORD is the beginning of wisdom, &amp; the knowledge of the Holy One is understanding. -Proverbs 9:10",2024-04-26,2,bible,1783684172524945618,5 stars,0.500917375087738
"Ethereum’s smart contracts are like the mystical scrolls of the digital  world, holding secrets and automated wisdom. #EthereumEnigmas  #SmartContractMysteries",2024-04-26,2,bible,1783684170843295930,5 stars,0.6595105528831482
Made it to my fucking hotel. Holy fuck. I had packed flights. Packed flights can go to hell.,2024-04-26,2,bible,1783684170314899470,1 star,0.6868857145309448
"This Verse kid better bring something to compare him to the great {{USERNAME}}  holy crap. Just cuz he can use his hands, blasphemy!!!!",2024-04-26,2,bible,1783684169135993285,1 star,0.9271396994590759
Holy cow why did i lose so many followers today,2024-04-26,2,bible,1783684168800407976,5 stars,0.42571747303009033
{{USERNAME}} Holy moly 😳 {{URL}},2024-04-26,2,bible,1783684161842069981,5 stars,0.41430699825286865
"Eve doesn’t get bitten in the Bible — rather, she is the one who chooses to bite the forbidden fruit. So Taylor is saying that she cursed herself with her own decisions. In Hits Different, her need for space is what led to the end of the relationship. {{URL}}",2024-04-26,2,bible,1783684159468089514,4 stars,0.31624868512153625
{{USERNAME}} holy shit it's me,2024-04-26,2,bible,1783684159354867949,5 stars,0.40848031640052795
{{USERNAME}} That is freaking AWESOME. Holy shit. 🔥🔥🔥🔥,2024-04-26,2,bible,1783684157144813883,1 star,0.43514010310173035
{{USERNAME}} {{USERNAME}} {{USERNAME}} holy shit are you batman?,2024-04-26,2,bible,1783684156867989731,1 star,0.6352552771568298
{{USERNAME}} Holy shit there's a a whole 45 minute porno in the comments 😳,2024-04-26,2,bible,1783684156611772513,1 star,0.7966727614402771
{{USERNAME}} A JOB COMPRISED OF EMPATHY AND COMPASSION RESPONDED NEGATIVELY TO AN EMPLOYEE DEMONSTRATING NEITHER EMPATHY NOR COMPASSION. HOLY FUCK IM SHOCKED. I swear you transphobic idiots collectively share one single fucking brain cell.,2024-04-26,2,bible,1783684153348587740,1 star,0.9154001474380493
"{{USERNAME}} {{USERNAME}} Here we go again I’m an Aryan, I get all of my education from the Bible you get your education from the Catholic Church to completely different entities, Jesus said you would know them by the fruits that they produce, look what they have done over the centuries",2024-04-26,2,bible,1783684152904057021,1 star,0.3782200217247009
Plug-in ChatGPT API then every one claim themselves building Ai.		As a developer holy fcking genius way to SCAM investor {{URL}},2024-04-26,2,bible,1783684151113289813,1 star,0.6243681907653809
omfgggggggggggg you’re right. Holy shit balls 🤯🤯🤯🤯 {{URL}},2024-04-26,2,bible,1783684149372748184,1 star,0.466871976852417
{{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Is your suggestion that Biblical characters did not sin?,2024-04-26,2,bible,1783684147845771364,1 star,0.4066620171070099
"🔲		I beseech you therefore, brethren, by the mercies of God, that ye present your bodies a living sacrifice, holy, acceptable unto God, which is your reasonable service.		Rom 12:1  kjv	🔲",2024-04-26,2,bible,1783684138991845878,5 stars,0.6635609269142151
"that is a mad revelation, wdym they were treating Henry like how the fanbase treats saka nowadays 😭 {{URL}}",2024-04-26,2,bible,1783684138371076320,1 star,0.5640000700950623
"“And they overcame him by the blood of the Lamb, and by the word of their testimony; and they loved not their lives unto the death.“	Revelation 12:11 KJV {{URL}}",2024-04-26,2,bible,1783684134247776444,5 stars,0.4314369559288025
{{USERNAME}} Holy shit.,2024-04-26,2,bible,1783684133878649262,1 star,0.5381030440330505
"{{USERNAME}} {{USERNAME}} WOW!		Holy cow, I don't think I've ever made someone so mad on Twitter before. This is hilarious.		You're REALLY mad. You need to go out and touch some grass, man. At least 21 posts a day for a solid 2 months. Most impressive.		Touch grass, traitor.",2024-04-26,2,bible,1783684133471809916,5 stars,0.801996111869812
"{{USERNAME}} {{USERNAME}} Ok Throw yours away and come back here with your Bible, that’s all I’m asking since you man-made deity can do all things.. I think you’re getting off topic here. What you’re talking about isn’t exclusive to men but women as well, so don’t flatter yourself. Just stay on track",2024-04-26,2,bible,1783684130225402144,4 stars,0.23112735152244568
{{USERNAME}} Holy shit.,2024-04-26,2,bible,1783684125347508642,1 star,0.5381030440330505
{{USERNAME}} {{USERNAME}} I criticize all idiot morons who don’t do their due diligence to learn the facts of a matter whether it’s the Bible or whether it’s politics. If you don’t like it you’re welcome to block me.,2024-04-26,2,bible,1783684124844159297,1 star,0.6722888350486755
HOLY SHIT {{URL}},2024-04-26,2,bible,1783684124563443897,5 stars,0.3674023151397705
"Holy crap, that snickerdoodle cookie I just ate was absolutely delicious. 		Coworker came through.",2024-04-26,2,bible,1783684123418370257,1 star,0.9043106436729431
"{{USERNAME}} U, God and a bible",2024-04-26,2,bible,1783684122189140354,5 stars,0.41559597849845886
{{USERNAME}} HOLY SHIT MAXIMILIAN DOOD {{URL}},2024-04-26,2,bible,1783684121195139421,1 star,0.5630998611450195
